,year,name,artists,key
79488,1955,Caravan,['Les Paul'],1
125851,1945,The Threepenny Opera: Moritat von Mackie Messer (Mack the Knife),"['Kurt Weill', 'Lotte Lenya', 'Roger Bean']",6
141285,1942,Silly Sally From Tin Pan Alley,['Kjeld Bonfils'],3
43401,1951,Umbrella Man,['Dizzy Gillespie'],0
54292,2005,Til Kingdom Come,['Coldplay'],0
98979,1971,You Can Never Go Home,['The Moody Blues'],2
148247,1983,So Young,['Wipers'],4
44144,1954,I Was Doing All Right,"['Oscar Peterson', 'Buddy DeFranco']",8
49683,1982,It Don't Matter to Me - 2016 Remaster,['Phil Collins'],0
50410,1986,Tu Me Quemas,['Eddie Santiago'],5
160667,1970,Why Not?,['Gentle Giant'],5
78419,1950,O Pardesi,['Zohrabai Ambalawali'],11
78324,1950,Gaaner Sure Kahare Ogo,['Manabendra Mukherjee'],2
92579,1928,Tight Time Blues,['Leroy Carr'],3
99560,1974,We're Gonna Have A Real Good Time Together,['The Velvet Underground'],7
65441,1972,It'll Take A Long Time,['Sandy Denny'],6
106870,2011,Better Off Alone (Remastered) - 1999 Original Hit Radio,['Alice Deejay'],8
128246,1957,Take Me to Jamaica Where the Rum Comes From,['The Brute Force Steel Band'],9
41868,1943,Aise Hamsayon Se,['Snehprabha Pradhan'],1
9951,1971,Lady Day and John Coltrane,['Gil Scott-Heron'],5
117137,1981,Annie Christian,['Prince'],9
152866,2006,La Locura Automática - Reggaeton,"['La Secta AllStar', 'Eddie Dee']",0
105602,2004,Heartland - Pure Country/Soundtrack Version,['George Strait'],8
135097,1991,El diente de oro,['El Ciego De Nagua'],7
99977,1976,It's Not Easy,['Jessi Colter'],9
60892,1949,Siboney,"['Casada Ernesto Lecuona', 'Theodora Morse', 'Mario Lanza', 'Ray Sinatra']",3
100324,1978,Shrivel-Up,['DEVO'],5
104211,1997,Walkaway Joe,['Trisha Yearwood'],0
74903,2019,Social Cues,['Cage The Elephant'],9
152582,2004,Wonderful - Remastered,['Everclear'],7
166769,2001,Terminal Preppie,['Dead Kennedys'],5
98526,1969,Do You Hear What I Hear?,['Johnny Mathis'],6
97250,1962,Hard Traveling,['Woody Guthrie'],2
102087,1987,"Thieves like Us - 12"" Extended",['New Order'],0
126040,1946,ไร้เดือน,['University of North Texas Symphony Orchestra'],8
130902,1970,Chunga's Revenge,['Frank Zappa'],9
11400,1978,Rock'n Me,['Steve Miller Band'],4
126054,1946,The Guns of Navarone (1961) Suite,['Dimitrii Tiomkin'],4
21669,1934,Piano Concerto in G: III Presto,"['Maurice Ravel', 'Orchestra']",7
12368,1983,The Closer You Get,['Alabama'],7
91245,2015,Drive,['Halsey'],9
146112,1972,Night Owl,['Carly Simon'],0
153549,2010,Swedish Pagans,['Sabaton'],7
20448,1928,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: III. Allegro con fuoco","['Pyotr Ilyich Tchaikovsky', 'Arturo Toscanini', 'NBC Symphony Orchestra', 'Vladimir Horowitz']",10
81992,1968,I Take What I Want,['Aretha Franklin'],7
45303,1960,Camelot: The Seven Deadly Virtues,"['Frederick Loewe', 'Roddy McDowall', 'Franz Allers']",9
67306,1981,Young Turks,['Rod Stewart'],0
119224,1991,Heartbreak Blvd.,['Shotgun Messiah'],3
139595,2014,Take Me Home (feat. Bebe Rexha) - Acoustic,"['Cash Cash', 'Bebe Rexha']",7
160445,1969,Cygnet Committee - 2019 Mix,['David Bowie'],0
16910,2006,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Medley / Remastered 2006,['Bing Crosby'],6
97205,1962,Ain't That A Shame - Single Version,['Pat Boone'],11
114396,1967,She's Not There,['Vanilla Fudge'],7
7606,1960,At Last,['Etta James'],5
31290,1983,Kiss You All Over,['Exile'],0
127321,1952,Siegfried : Act 1 : Zwangvolle Plage!,"['Richard Wagner', 'Joseph Keilberth', 'Bayreuth Festival Orchestra']",1
130638,1969,L'anamour,['Serge Gainsbourg'],0
63364,1961,Blue Skies,['Don Shirley'],2
156657,1950,Neeyenchandrane,['C. K. Revamma'],8
21136,1932,Tea For Two,"['Jack Teagarden', 'Red Nichols & His Five Pennies']",8
165476,1994,No Creo en Ti,['Galy Galiano'],11
46719,1967,Tu Mi Delirio,"['Astrud Gilberto', 'Walter Wanderley']",2
140467,2019,Say Love,['James TW'],1
127625,1954,"Salome, Op.54 / Scene 4: Es ist kalt hier","['Richard Strauss', 'Julius Patzak', 'Margareta Kenney', 'Wiener Philharmoniker', 'Clemens Krauss']",7
148057,1982,Miss Luann,['George Thorogood & The Destroyers'],9
49693,1982,Eye Of The Tiger,['Survivor'],5
52838,1998,Love's Theme,['The Love Unlimited Orchestra'],4
159852,1966,Love Me Tender,['Percy Sledge'],8
95999,1956,"2 Pieces, Op. 57: No. 1, Désir","['Alexander Scriabin', 'Glenn Gould']",7
126443,1948,Likhi Hai Do Dilo Ki Kismat,"['Sheela', 'Mohan']",6
100460,1978,Behold - 2000 Digital Remaster,['Culture'],2
76777,1940,Stagger Dance,['Charlie Chaplin'],2
49963,1983,It's Gonna Get Better - 2007 Remaster,['Genesis'],2
64028,1964,Telefone,['Walter Wanderley'],10
43117,1949,Embryons desséchés: I. D'holothurie,"['Erik Satie', 'Daniel Varsano']",9
82681,1971,In a Station,['Karen Dalton'],0
153316,2008,Good Friday,['WHY?'],4
6197,1952,Too Young - Remastered,['Nat King Cole'],8
37514,2014,Qué Tal Si Eres Tu,['Los Tigres Del Norte'],2
51558,1991,Hip Hop Junkies,['Nice & Smooth'],6
157654,1955,Mambo Retozon,['Xavier Cugat & His Orchestra'],10
111711,1954,No Soy Monedita de Oro,['Cuco Sánchez'],9
85981,1988,Long Cold Winter,['Cinderella'],5
159478,1964,Crying,['Jay & The Americans'],2
37597,2015,Hands To Myself,['Selena Gomez'],5
159575,1965,Put Your Dreams Away (For Another Day),['Frank Sinatra'],1
53413,2001,Weak,['SWV'],5
157582,1955,Metyelitsa,['Theodore Bikel'],0
111309,1952,Ora stammi a sentir,"['Giacomo Puccini', 'Francesco Molinari-Pradelli', 'Orchestra Sinfonica e Coro di Torino della RAI']",1
55225,2010,A Little More Country Than That,['Easton Corbin'],11
166352,1999,See You In Hell,['Grim Reaper'],0
120083,1996,El cariño es como una flor,['Jorge Dominguez y su Grupo Super Class'],4
153407,2009,Candle (Sick And Tired),['The White Tie Affair'],0
7793,1960,Is Christmas Only A Tree,['Bing Crosby'],11
86232,1990,"The Theme from ""Black Orpheus""",['Paul Desmond'],7
97267,1963,In the Wee Small Hours Of The Morning,['Frank Sinatra'],10
8086,1962,Let's Dance,['Chris Montez'],1
1402,1928,"Mazurka in B-Flat Minor, Op. 24, No. 4","['Frédéric Chopin', 'Vladimir Horowitz']",10
102080,1987,Make It Like It Was,['Regina Belle'],6
63817,1963,The Saints March,['The Dukes Of Dixieland'],5
163217,1983,"שמש, שמש",['Ariel Zilber'],9
29427,1974,Somewhere U.S.A.,['Gordon Lightfoot'],4
105560,2004,Burn,['Ray LaMontagne'],0
120814,1999,Picture In A Frame,['Tom Waits'],3
5812,1951,The Bigger The Figure (with Keely Smith) - Single Version,"['Louis Prima', 'Keely Smith']",0
11002,1976,"Love, Need and Want You",['Patti LaBelle'],4
169382,2014,How Sweet the Sound,['Citizen Way'],9
31930,1987,This Night Has Opened My Eyes - 2011 Remaster,['The Smiths'],2
13056,1987,Ocean Front Property,['George Strait'],2
101784,1985,Uptown Girl,['Billy Joel'],4
105169,2002,Mi Gusto Es,['Valentín Elizalde'],10
139284,2012,Testimony,"['Anthony Brown & group therAPy', 'Group Therapy']",2
60533,1947,"Ma mère l'Oye, M. 60: III. Laideronette, Impératrice des Pagodes","['Maurice Ravel', 'Robert Casadesus', 'Gaby Casadesus']",8
10659,1975,Welcome to the Machine,['Pink Floyd'],0
63860,1964,I'm Confessin' (That I Love You) (Take 1),['Thelonious Monk'],8
83183,1974,The Edge Of A Dream,['Minnie Riperton'],5
119972,1995,Over The Electric Grapevine,['Primus'],2
60957,1949,Sonata for Violin & Piano in C Major: II. Langsam - Lebhaft - Langsam,"['Paul Hindemith', 'Isaac Stern']",9
162005,1977,Slow Screw Against The Wall,['Rufus & Chaka Khan'],10
156898,1951,Ou Pas We'm Innocent: Secular Song,['Aleanne Francois'],7
63252,1961,Sentimental Baby - Remastered,['Frank Sinatra'],1
25624,1955,All Of You,['Ahmad Jamal'],0
50458,1986,Te Ví en un Tren,['Los Enanitos Verdes'],2
9265,1968,Mr. Bojangles,['Jerry Jeff Walker'],2
107977,2016,Grow Old,['Florida Georgia Line'],0
8165,1962,E Luxo So,"['Stan Getz', 'Charlie Byrd']",4
71346,2001,Hotel Yorba,['The White Stripes'],7
31819,1986,Love Theme from St. Elmo's Fire - Instrumental,['David Foster'],8
138478,2008,Alacrana Lavada,['El Compa Chuy'],0
120493,1998,Come Thou Fount,['David Crowder Band'],4
122187,2007,Do You Wish It Was Me,['Jason Aldean'],7
58091,1930,Mantelito Blanco (Instrumental y Voz),['Luis Fernando Ramirez Zuluaga'],10
53167,1999,Anything You Can Do,"['Bernadette Peters', 'Tom Wopat']",10
52954,1998,Spanish Girl,['Jose Manuel'],9
31392,1984,Te Esperare,['Los Bukis'],7
129750,1964,Cold Sweat,['Mongo Santamaria'],7
93166,1936,"Miss Thing, Pt. 1 (78rpm Version)",['Count Basie'],0
53267,2000,Pero Me Acuerdo de Tí,['Christina Aguilera'],6
27868,1966,Curacao,['Cal Tjader'],10
49252,1980,The Great Curve,['Talking Heads'],10
111504,1953,"5 Stücke im Volkston, Op. 102: I. Mit Humor","['Robert Schumann', 'Pablo Casals']",5
83557,1976,Croaking Lizard,"['The Upsetters', 'Prince Jazzbo']",11
10833,1976,Cherry Bomb,['The Runaways'],11
76706,1939,Pretty Baby,['Al Jolson'],0
116782,1979,It's up to You - 2015 Remaster,['The Specials'],11
144771,1965,Needle of Death,['Bert Jansch'],7
133767,1985,Smokin' In The Boys Room - Alternate Guitar Solo-Rough Mix,['Mötley Crüe'],0
3507,1939,On the Castle Wall - Extended Version,['MGM Studio Orchestra'],1
146006,1971,For A Spanish Guitar,['Gene Clark'],1
163437,1984,Tommy Gets His Tonsils Out,['The Replacements'],11
107133,2012,Dark Paradise,['Lana Del Rey'],11
154562,2015,Sweet Dreams - Original Mix,['Lika Morgan'],8
44347,1955,Medusa,['Louise Bogan'],0
58925,1937,Slumming On Park Avenue,"['Alice Faye', 'The Ritz Brothers']",5
47802,1973,Spain,"['Chick Corea', 'Return To Forever']",11
161685,1975,The Trouble With Hello Is Goodbye,['Sérgio Mendes'],0
64198,1965,Do You Love Me,['The Sonics'],11
121084,2001,Hide,['Creed'],10
103420,1993,Slave New World,['Sepultura'],10
100498,1979,Die Young Stay Pretty,['Blondie'],7
44290,1955,I'll Show Him,"['Barbara Cook', ""Original Broadway Cast 'Plain And Fancy'""]",10
152952,2007,Cuatro Meses (Que Se Te Quite Ese Orgullo),['Banda Machos'],10
127983,1956,Green - Remastered,"['Gordon Jenkins', 'Frank Sinatra']",2
23962,1946,"Sonata for Piano in D Major, Op. 53 (D 850): I. Allegro vivace","['Franz Schubert', 'Eugene Istomin']",2
131473,1973,"Peter's Denial - From ""Jesus Christ Superstar"" Soundtrack","['Yvonne Elliman', 'Paul Thomas']",7
60319,1946,"Divertimento from ""Baiser de la fée"": 3. Scherzo","['Igor Stravinsky', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",2
147073,1977,Day at the Dog Races,['Little Feat'],11
8691,1965,Summertime,['The Zombies'],9
158743,1960,Poor Little Jesus,['Bobby Darin'],5
85375,1985,Let's Fall To Pieces Together,['George Strait'],8
113257,1962,Ti Guarderò nel Cuore (A.K.A. More) - Instrumental version,"['Nino Oliviero', 'Riz Ortolani']",11
44664,1957,Amigo Organillero,['Javier Solís'],0
35442,2004,Whose Bed Have Your Boots Been Under?,['Shania Twain'],10
129464,1963,夜來花香,['紫薇'],3
118976,1990,I Am Stretched on Your Grave,"[""Sinéad O'Connor""]",8
21560,1934,"Yo Me Llamo ""Juan Te Quiero"" - Remasterizado","['Francisco Canaro', 'Ernesto Fama']",7
127964,1956,Tea For Two - Take 5,['Bud Powell'],5
140870,1930,Ela vapori pare me,['Rita Ampatzi'],1
113969,1965,The Night Has A Thousand Eyes,['Gary Lewis & The Playboys'],7
93863,1945,Main Aur Kisi Ko Nahin Manun,['Mrs. Ghosh'],1
17019,2007,Potential Breakup Song,['Aly & AJ'],6
108042,2016,Dream lantern,['RADWIMPS'],8
68814,1988,Under the Boardwalk,['Bette Midler'],9
40844,1938,Micuta scumpa,['Jean Moscopol'],0
153575,2010,La Charla,"['Roberto Tapia', 'Enigma Norteño']",8
70824,1998,Movin' On,['Mýa'],1
160888,1971,Ponteio,['Edu Lobo'],0
135635,1994,Queen,['Melvins'],2
45357,1960,O sacrum convivium - Antiphona (tonus monasticus) in Honorem SS. Sacramenti,"['Gregorian Chant', 'Benedictine Monks of the Abbey of St. Maurice & St. Maur, Clevaux']",1
73500,2012,Stutter,['Marianas Trench'],6
147675,1980,Open Up,['CHIC'],4
3068,1937,Roll 'Em,['Benny Goodman'],10
93481,1942,Marechiaro,['Claudio Villa'],9
51618,1992,Shakin' All Over,['Johnny Kidd & The Pirates'],9
25215,1952,Jeru,['Gerry Mulligan Quartet'],8
620,1925,"Yes, Indeed!","['Tommy Dorsey', 'Sy Oliver', 'Jo Stafford']",0
68593,1987,"A New Machine, Pt. 1",['Pink Floyd'],10
35100,2002,You Look Good In My Shirt,['Keith Urban'],7
36678,2010,Stereo Love - Radio Edit,"['Edward Maya', 'Vika Jigulina']",9
131970,1976,Rocky Mountain Music - 2008 Remaster,['Eddie Rabbitt'],7
154340,2014,Notice Me,['Rebelution'],6
75979,1930,Stazoun ta keramidia sou,['Roza Eskenazi'],3
140614,2019,Forrest Gump - Main Title (Feather Theme),['Jordan Barns'],8
143766,1958,Akaka Falls,['Martin Denny'],9
28599,1970,It's Just A Thought,['Creedence Clearwater Revival'],4
41995,1943,Ab To Nahin Duniya Mein,['Noor Jehan'],10
49983,1983,Give Thanks & Praises,['Bob Marley & The Wailers'],7
49132,1979,How Lucky,['John Prine'],4
65153,1970,Went to See the Gypsy,['Bob Dylan'],10
85370,1985,Deacon Blues,['Steely Dan'],0
107805,2015,Rebel Girl,['Bikini Kill'],8
58264,1931,"Que Sapa, Señor? - Remasterizado","['Francisco Canaro', 'Charlo']",8
144202,1961,As Long As I Live,['Ella Fitzgerald'],8
88410,2001,"I Know You Rider - Live in Paris, 1972; 2001 Remaster",['Grateful Dead'],7
162206,1978,"Night Life - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",['Willie Nelson'],0
142417,1951,Balordo spezial,"['Gaetano Donizetti', 'Alfredo Simonetto', 'Orchestra Lirica e Coro di Torino della Rai']",11
108555,2019,Would Look Perfect,"['Powfu', 'Rxseboy']",9
35276,2003,Come and Get Your Love,['Redbone'],11
66443,1977,I Robot,['The Alan Parsons Project'],5
145366,1968,"Up, Up And Away",['Engelbert Humperdinck'],2
47786,1972,Trilogy - Remastered,"['Emerson, Lake & Palmer']",11
56676,2017,Remember This,['NF'],8
149909,1991,Rules,['Pennywise'],0
11855,1981,My Kinda Lover - Remastered,['Billy Squier'],9
7901,1961,I Remember You,['Lee Konitz'],10
67110,1980,Going Back to My Roots,['Richie Havens'],11
87762,1997,I Wanna Fall in Love,['Lila McCann'],6
114854,1970,Refugees - Remastered,['Van Der Graaf Generator'],0
84443,1980,The Magic Tree,"['John Williams', 'London Symphony Orchestra']",3
40049,1934,"Chopin: 24 Preludes, Op. 28: No. 3 in G Major","['Frédéric Chopin', 'Alfred Cortot']",7
50514,1986,Opportunities (Let's Make Lots of Money) - 2001 Remaster,['Pet Shop Boys'],8
132505,1978,Ozone,['Ace Frehley'],6
13768,1990,Entre dos tierras,['Heroes Del Silencio'],11
48740,1977,"Go Your Own Way - Sessions, Roughs & Outtakes; 2004 Remaster",['Fleetwood Mac'],5
147741,1980,Maria,['Lucinda Williams'],7
97110,1962,Queen Of The Hop,['Dion'],7
48832,1978,Ave Maria,['Carpenters'],8
82492,1970,Out on the Tiles,['Led Zeppelin'],2
159912,1966,"Madama Butterfly, Act I: L'Imperial Commissario (Goro, Pinkerton, Coro, Butterfly, Cugina, La Madre, Yakuside, Zia, Sharpless)","['Giacomo Puccini', 'Renata Scotto', 'Carlo Bergonzi', 'Rolando Panerai', 'Piero de Palma', ""Coro del Teatro dell' Opera di Roma"", ""Orchestra Del Teatro Dell'Opera Di Roma"", 'Sir John Barbirolli']",10
92798,1930,Mana Mi Me Manlonis,"['Georgia Mittaki', 'Klarinos Giorgos Anestopoulos']",9
133151,1981,Broon's Bane,['Rush'],2
91486,2016,Te Dirán,['La Adictiva Banda San José de Mesillas'],2
154382,2014,Pumpin Blood,['NONONO'],7
162720,1981,Into Money,"['Robin Trower', 'Jack Bruce', 'Bill Lordan']",1
69937,1994,The Right Kinda Lover,['Patti LaBelle'],10
112547,1958,Believe What You Say,['Ricky Nelson'],4
12648,1985,Weird Science,['Oingo Boingo'],4
127678,1954,Nachoon Chhama Chham Raja,['Asha Bhosle'],7
114299,1967,Dejo De Quererme,['Vicente Fernández'],5
62935,1959,She's My Girl,['Tom Lehrer'],0
13988,1991,Papa's Got A Brand New Bag,['James Brown'],4
79226,1954,Little Girl,['Jackie Gleason'],5
37947,2017,Saw You In A Dream,['The Japanese House'],4
14887,1996,I've Been Everywhere,['Johnny Cash'],11
1816,1931,"24 Préludes, Op. 28: No. 7 in A Major. Andantino","['Frédéric Chopin', 'Robert Lortat']",9
9838,1971,Can You Get to That,['Funkadelic'],8
69402,1991,Zoo Station,['U2'],7
78307,1949,Una Noche en la Habana,['Acerina Y Su Danzonera'],7
41235,1940,Ki an methaw ta vradakia,['Markos Vamvakaris'],10
168685,2011,"Flor Hermosa (Eres Flor, Eres Hermosa)",['Los Originales De San Juan'],7
122308,2007,Tall Cool One - 2006 Remaster,['Robert Plant'],11
103268,1993,Redneck 12 Days of Christmas,['Jeff Foxworthy'],7
121823,2005,Mi Swing es Tropical,"['Nickodemus', 'Quantic', 'Tempo']",6
42956,1948,Concertino for 12 Instruments,['Igor Stravinsky'],7
89893,2008,Fue Su Amor,['Alacranes Musical'],7
133229,1982,Can You Take It,['John Mellencamp'],9
73220,2010,Instant Karma! (We All Shine On) - Remastered 2010,"['John Lennon', 'Yoko Ono']",9
143591,1957,Nevertheless (I'm In Love With You),['Dean Martin'],4
147091,1977,Get It Up,['Aerosmith'],2
152187,2002,Dead Star,['Muse'],2
141922,1949,"Romeo and Juliet, Op. 75: 5. Masks","['Sergei Prokofiev', 'Isaac Stern']",10
157491,1954,Rosa de Maio,"['Orlando Silva', 'Léo Peracchi']",0
161715,1975,Feel for Me,['Gary Wright'],2
54595,2006,Pequeñas Cosas,['Willie Gonzalez'],9
18880,2016,I Feel It Coming,"['The Weeknd', 'Daft Punk']",0
45500,1961,P.S. I Love You,['Dion'],3
4869,1946,"Who Do You Love, I Hope?","['Robert Lenn', 'Kathleen Carnes']",10
129231,1962,Sometimes She Will,"[""Lightnin' Hopkins""]",2
140736,2020,Misery Business,"['Machine Gun Kelly', 'Travis Barker']",11
44070,1954,Just A Little Bit South Of North Carolina,['Dean Martin'],3
72747,2008,Crawl,['Kings of Leon'],4
70370,1996,Real Love - Anthology 2 Version,['The Beatles'],8
95736,1955,Ugly and Slouchy,['The Maddox Brothers & Rose'],1
81126,1964,'Til I Can Make It On My Own - Single Version,['Tammy Wynette'],7
62449,1957,When You Wish Upon a Star - Stereo Version,['The Dave Brubeck Quartet'],0
112397,1957,De las Montaña Venimos,"['Bobby Capo', 'Ruth Fernandez', 'Luisito Benjamin']",2
153524,2010,Starry Night,['Chris August'],0
41970,1943,Loot Liya Tikhi Chitwan Dikha Ke,['Vatsala Kumthekar'],1
137100,2001,Weird Beard,['Mad Caddies'],9
70517,1997,When Your Lover Has Gone,"['Ben Webster', 'Oscar Peterson']",0
170150,2018,One Number Away,['Luke Combs'],6
85878,1988,For the Love of Money,['Bulletboys'],7
125563,1942,Suonno 'e fantasia - Instrument and base Version,['Orchestra Studio 7'],9
75589,1928,Go Lovely Rose,"['Roger Quilter', 'Walter Midgley']",6
47651,1972,Take It Easy - 2008 Remaster,['Eagles'],7
86500,1991,She Drives Me Wild,['Michael Jackson'],1
69736,1993,Leash (Remastered),['Pearl Jam'],0
157732,1955,A Good Man Is Hard to Find,"['E. Green', 'The Chordettes']",4
78494,1950,"Husnwalon Ki Galiyan (From ""Sheesh Mahal"")",['Shamshad Begum'],0
126799,1950,"Viola da gamba Sonata in D Major, BWV 1028: IV. Allegro","['Johann Sebastian Bach', 'Paul Baumgartner', 'Pablo Casals']",2
64738,1968,It's Your Dog Charlie Brown,['Vince Guaraldi'],8
47872,1973,Haenim,['Kim Jung Mi'],7
45811,1963,Mood Indigo,['Charles Mingus'],0
73551,2012,(Kissed You) Good Night,['Gloriana'],11
135175,1992,Boom I Got Your Boyfriend,['M.C. Luscious'],2
131581,1974,Put Out The Light,['Three Dog Night'],7
128268,1957,Pretty Baby,['Dean Martin'],7
139269,2012,A Great Design,['Black Marble'],11
29879,1976,Someday Never Comes,['Creedence Clearwater Revival'],11
37534,2015,Pacify Her,['Melanie Martinez'],9
10704,1975,Man On The Silver Mountain,['Rainbow'],7
21724,1935,"Reger: Variations and Fugue on a Theme of Mozart, Op. 132: V. Var. IV (Vivace)","['Max Reger', 'Karl Böhm', 'Staatskapelle Dresden']",5
80409,1960,Beyond the Sea - 45 Version,['Bobby Darin'],7
133384,1983,Take a Little Bit,['Eddie Money'],1
144912,1966,Amazing Grace,['Patti Page'],11
144468,1963,"Invention No. 8 in F Major, BWV 779","['Johann Sebastian Bach', 'Glenn Gould']",5
5807,1951,Poinciana,['Ahmad Jamal'],2
137037,2001,7 Days,['Craig David'],4
27081,1962,Ton meilleur ami - Slow,['Françoise Hardy'],2
53600,2002,Minutos,['Ricardo Arjona'],11
10895,1976,Shower the People - 2019 Remaster,['James Taylor'],2
49480,1981,"Yours Truly, 2095",['Electric Light Orchestra'],9
149875,1991,Dieciséis Toneladas,['Alberto Vazquez'],7
